ilce_adi;mahalle_adi;mahalle_uavt;1980_oncesi;1980-2000_arasi;2000_sonrasi;1-4 kat_arasi;5-9 kat_arasi;9-19 kat_arasi
ADALAR;BURGAZADA;40139;433;214;173;802;18;0
ADALAR;HEYBEL›ADA;40142;836;347;212;1359;36;0
ADALAR;KINALIADA;40143;610;244;158;923;89;0
ADALAR;MADEN;40140;863;510;308;1637;44;0
ADALAR;N›ZAM;40141;842;426;217;1434;51;0
ARNAVUTK÷Y;ADNAN MENDERES;40490;0;244;121;353;12;0
ARNAVUTK÷Y;ANADOLU;99359;0;1360;845;1647;555;3
ARNAVUTK÷Y;ARNAVUTK÷Y MERKEZ;40478;0;685;589;797;470;7
ARNAVUTK÷Y;ATAT‹RK;40482;0;565;216;754;27;0
ARNAVUTK÷Y;BAKLALI;191981;0;332;184;515;1;0
ARNAVUTK÷Y;BALABAN;191983;0;242;53;295;0;0
ARNAVUTK÷Y;BO–AZK÷Y ›ST›KLAL;40483;90;864;540;1452;42;0
ARNAVUTK÷Y;BOLLUCA;40487;0;578;185;716;47;0
ARNAVUTK÷Y;BOYALIK;191985;0;313;205;514;4;0
ARNAVUTK÷Y;«›L›NG›R;40494;0;315;176;485;6;0
ARNAVUTK÷Y;DEL›KL›KAYA;40910;0;291;279;478;36;56
ARNAVUTK÷Y;DURSUNK÷Y;40911;0;204;72;276;0;0
ARNAVUTK÷Y;DURUSU;40915;0;208;43;251;0;0
ARNAVUTK÷Y;FAT›H;40495;0;219;198;406;11;0
ARNAVUTK÷Y;HACIMAﬁLI;191975;1;137;107;244;1;0
ARNAVUTK÷Y;HADIMK÷Y;40913;0;418;793;909;229;73
ARNAVUTK÷Y;HARA««I;40489;0;813;622;1356;79;0
ARNAVUTK÷Y;HASTANE;40912;0;434;391;578;237;10
ARNAVUTK÷Y;H›CRET;40486;0;221;113;323;11;0
ARNAVUTK÷Y;›MRAHOR;40481;0;1141;471;1585;27;0
ARNAVUTK÷Y;›SLAMBEY;40479;0;1184;481;1452;204;9
ARNAVUTK÷Y;KARABURUN;191987;0;404;710;1110;4;0
ARNAVUTK÷Y;KARLIBAYIR;40488;0;669;465;944;183;7
ARNAVUTK÷Y;MAREﬁAL FEVZ› «AKMAK;40493;0;458;450;881;27;0
ARNAVUTK÷Y;MAV›G÷L;40485;0;420;520;907;33;0
ARNAVUTK÷Y;MEHMET AK›F ERSOY;40491;0;255;218;465;8;0
ARNAVUTK÷Y;MUSTAFA KEMAL PAﬁA;99358;0;707;273;843;137;0
ARNAVUTK÷Y;NENEHATUN;99357;0;561;223;707;77;0
ARNAVUTK÷Y;÷MERL›;40906;0;273;329;477;83;42
ARNAVUTK÷Y;SAZLIBOSNA;40907;0;338;55;393;0;0
ARNAVUTK÷Y;TAﬁOLUK;40492;0;607;179;750;36;0
ARNAVUTK÷Y;TAYAKADIN;191977;0;817;487;1301;3;0
ARNAVUTK÷Y;TERKOS;40914;0;428;132;560;0;0
ARNAVUTK÷Y;YASSI÷REN;191989;0;0;342;316;24;2
ARNAVUTK÷Y;YAVUZ SEL›M;40480;0;968;204;1113;58;1
ARNAVUTK÷Y;YEN›K÷Y;191979;0;190;836;1026;0;0
ARNAVUTK÷Y;YEﬁ›LBAYIR;40908;0;172;208;357;23;0
ARNAVUTK÷Y;YUNUS EMRE;40484;5;1168;327;1421;78;1
ATAﬁEH›R;AﬁIKVEYSEL;98687;792;181;199;886;266;20
ATAﬁEH›R;ATAT‹RK;99749;49;386;416;455;234;162
ATAﬁEH›R;BARBAROS;40527;571;725;596;1585;205;102
ATAﬁEH›R;ESATPAﬁA;40793;997;396;733;1474;597;55
ATAﬁEH›R;FERHATPAﬁA;40577;4;845;1135;1370;599;15
ATAﬁEH›R;FETIH;40795;55;339;160;265;262;27
ATAﬁEH›R;›«ERENK÷Y;40530;1610;1809;1203;2950;1302;370
ATAﬁEH›R;›N÷N‹;40534;89;445;887;504;898;19
ATAﬁEH›R;KAYIﬁDA–I;40533;311;1394;1273;2245;723;10
ATAﬁEH›R;K‹«‹KBAKKALK÷Y;40531;478;292;957;850;611;266
ATAﬁEH›R;MEVLANA;99516;32;723;135;617;221;52
ATAﬁEH›R;M›MAR S›NAN;99519;51;722;135;771;135;2
ATAﬁEH›R;MUSTAFA KEMAL;40740;914;374;164;1170;282;0
ATAﬁEH›R;÷RNEK;40816;760;367;732;1166;667;26
ATAﬁEH›R;YEN› «AMLICA;40746;184;793;350;1192;109;26
ATAﬁEH›R;YEN›SAHRA;40526;782;378;264;1216;207;1
ATAﬁEH›R;YEN›ﬁEH›R;99517;56;128;212;58;225;113
AVCILAR;AMBARLI;40146;354;941;323;561;1009;48
AVCILAR;C›HANG›R;40148;282;1376;1391;1324;1694;31
AVCILAR;DEN›ZK÷ﬁKLER;40147;379;1370;402;725;1387;39
AVCILAR;F›RUZK÷Y;40152;586;1598;927;2703;397;11
AVCILAR;G‹M‹ﬁPALA;40151;303;1111;475;617;1253;19
AVCILAR;MERKEZ;40145;371;552;185;189;848;71
AVCILAR;MUSTAFA KEMALPAﬁA;40150;258;973;717;498;1443;7
AVCILAR;TAHTAKALE;40154;4;1549;958;1956;339;216
AVCILAR;‹N›VERS›TE;40149;59;574;626;578;655;26
AVCILAR;YEﬁ›LKENT;40153;0;4243;3875;7362;735;21
BA–CILAR;100. YIL;40176;195;2175;436;1233;1555;18
BA–CILAR;BA–LAR;40155;239;677;356;771;462;39
BA–CILAR;BARBAROS;40157;298;487;359;364;776;4
BA–CILAR;«INAR;40163;469;1045;228;424;1304;14
BA–CILAR;DEM›RKAPI;40171;250;1835;504;987;1554;48
BA–CILAR;EVREN;40169;229;2099;832;1291;1840;29
BA–CILAR;FAT›H;40172;214;1996;288;975;1520;3
BA–CILAR;FEVZ› «AKMAK;40173;333;1044;370;576;1142;29
BA–CILAR;G÷ZTEPE;40175;135;1714;257;1085;989;32
BA–CILAR;G‹NEﬁL›;40168;213;1642;555;852;1503;55
BA–CILAR;H‹RR›YET;40156;449;644;391;602;856;26
BA–CILAR;›N÷N‹;40159;320;825;217;564;793;5
BA–CILAR;KAZIM KARABEK›R;40158;352;749;432;539;992;2
BA–CILAR;KEMALPAﬁA;40174;259;1457;267;843;1138;2
BA–CILAR;K›RAZLI;40166;263;1572;457;925;1333;34
BA–CILAR;MAHMUTBEY;40170;266;3585;434;3428;802;55
BA–CILAR;MERKEZ;40162;180;621;243;305;722;17
BA–CILAR;SANCAKTEPE;40164;229;657;170;363;688;5
BA–CILAR;YAVUZ SEL›M;40165;239;901;311;536;897;18
BA–CILAR;YEN›G‹N;40161;246;519;112;169;707;1
BA–CILAR;YEN›MAHALLE;40167;137;1236;247;619;953;48
BA–CILAR;YILDIZTEPE;40160;557;1066;355;697;1260;21
BAH«EL›EVLER;BAH«EL›EVLER;40177;728;878;359;835;1014;116
BAH«EL›EVLER;CUMHUR›YET;40181;196;1136;271;310;1285;8
BAH«EL›EVLER;«OBAN«EﬁME;40184;108;1539;230;649;1216;12
BAH«EL›EVLER;FEVZ› «AKMAK;40185;145;881;78;184;917;3
BAH«EL›EVLER;H‹RR›YET;40187;107;1491;129;185;1517;25
BAH«EL›EVLER;KOCAS›NAN MERKEZ;40182;152;1623;848;815;1785;23
BAH«EL›EVLER;S›YAVUﬁPAﬁA;40179;793;1308;58;111;2034;14
BAH«EL›EVLER;SO–ANLI;40180;476;1745;166;143;2234;10
BAH«EL›EVLER;ﬁ›R›NEVLER;40178;577;1434;230;299;1910;32
BAH«EL›EVLER;YEN›BOSNA MERKEZ;40183;365;1263;567;1234;897;64
BAH«EL›EVLER;ZAFER;40186;245;2185;965;599;2789;7
BAKIRK÷Y;ATAK÷Y 1. KISIM;40202;61;7;27;39;42;14
BAKIRK÷Y;ATAK÷Y 2-5-6. KISIM;40194;123;8;93;108;74;42
BAKIRK÷Y;ATAK÷Y 3-4-11. KISIM;40201;156;93;11;82;170;8
BAKIRK÷Y;ATAK÷Y 7-8-9-10. KISIM;40196;3;426;107;239;226;71
BAKIRK÷Y;BASINK÷Y;40200;184;358;108;614;36;0
BAKIRK÷Y;CEV›ZL›K;40192;332;259;110;198;501;2
BAKIRK÷Y;KARTALTEPE;40197;775;641;57;414;1056;3
BAKIRK÷Y;OSMAN›YE;40188;339;363;290;512;470;10
BAKIRK÷Y;SAKIZA–ACI;40191;300;143;29;77;385;10
BAKIRK÷Y;ﬁENL›KK÷Y;40199;357;1134;320;1644;166;1
BAKIRK÷Y;YEN›MAHALLE;40190;319;126;48;134;359;0
BAKIRK÷Y;YEﬁ›LK÷Y;40189;894;848;590;1755;554;23
BAKIRK÷Y;YEﬁ›LYURT;40195;179;97;32;134;173;1
BAKIRK÷Y;ZEYT›NL›K;40193;203;270;101;143;430;1
BAKIRK÷Y;ZUHURATBABA;40198;644;319;66;279;746;4
BAﬁAKﬁEH›R;ALTINﬁEH›R;40598;96;968;332;1256;140;0
BAﬁAKﬁEH›R;BAH«EﬁEH›R 1. KISIM;40871;0;699;1478;1837;176;164
BAﬁAKﬁEH›R;BAH«EﬁEH›R 2. KISIM;40872;1;1130;1664;2101;141;553
BAﬁAKﬁEH›R;BAﬁAK;40357;1;644;793;792;208;438
BAﬁAKﬁEH›R;BAﬁAKﬁEH›R;40581;0;136;658;187;208;399
BAﬁAKﬁEH›R;G‹VERC›NTEPE;40597;110;3440;903;3784;640;29
BAﬁAKﬁEH›R;KAYABAﬁI;40583;206;425;969;872;121;607
BAﬁAKﬁEH›R;ﬁAH›NTEPE;40584;95;3785;959;4624;202;13
BAﬁAKﬁEH›R;ﬁAMLAR;191991;9;347;103;440;19;0
BAﬁAKﬁEH›R;Z›YA G÷KALP;40585;296;2046;3498;5283;474;83
BAYRAMPAﬁA;ALTINTEPS›;40207;679;1206;353;1073;1161;4
BAYRAMPAﬁA;CEVATPAﬁA;40203;351;733;116;648;552;0
BAYRAMPAﬁA;›SMET PAﬁA;40209;555;489;166;568;611;31
BAYRAMPAﬁA;KARTALTEPE;40211;1256;1408;257;1286;1631;4
BAYRAMPAﬁA;KOCATEPE;40212;235;784;218;509;702;26
BAYRAMPAﬁA;MURATPAﬁA;40213;1285;1342;212;1551;1287;1
BAYRAMPAﬁA;ORTAMAHALLE;40204;635;763;132;870;659;1
BAYRAMPAﬁA;TERAZ›DERE;40206;532;834;114;771;709;0
BAYRAMPAﬁA;VATAN;40205;541;398;142;712;368;1
BAYRAMPAﬁA;YEN›DO–AN;40208;687;762;154;804;793;6
BAYRAMPAﬁA;YILDIRIM;40210;1539;1521;553;1865;1745;3
BEﬁ›KTAﬁ;ABBASA–A;40219;217;169;101;166;319;2
BEﬁ›KTAﬁ;AKAT;40234;398;597;291;954;294;38
BEﬁ›KTAﬁ;ARNAVUTK÷Y;40231;611;295;196;997;105;0
BEﬁ›KTAﬁ;BALMUMCU;40223;145;144;61;289;48;13
BEﬁ›KTAﬁ;BEBEK;40232;477;266;170;743;169;1
BEﬁ›KTAﬁ;C›HANN‹MA;40217;209;141;88;173;260;5
BEﬁ›KTAﬁ;D›K›L›TAﬁ;40221;288;243;170;113;529;59
BEﬁ›KTAﬁ;ET›LER;40233;438;189;173;524;261;15
BEﬁ›KTAﬁ;GAYRETTEPE;40222;227;169;111;137;239;131
BEﬁ›KTAﬁ;KONAKLAR;40236;217;231;181;278;319;32
BEﬁ›KTAﬁ;KURU«EﬁME;40228;437;147;132;667;49;0
BEﬁ›KTAﬁ;K‹LT‹R;40229;172;141;117;286;138;6
BEﬁ›KTAﬁ;LEVAZIM;40226;38;118;64;59;148;13
BEﬁ›KTAﬁ;LEVENT;40235;798;158;416;1337;24;11
BEﬁ›KTAﬁ;MEC›D›YE;40224;546;320;216;673;409;0
BEﬁ›KTAﬁ;MURAD›YE;40216;141;139;34;15;293;6
BEﬁ›KTAﬁ;N›SBET›YE;40230;201;271;114;123;426;37
BEﬁ›KTAﬁ;ORTAK÷Y;40225;474;273;284;727;303;1
BEﬁ›KTAﬁ;S›NANPAﬁA;40215;189;187;147;289;233;1
BEﬁ›KTAﬁ;T‹RKAL›;40218;395;212;102;190;512;7
BEﬁ›KTAﬁ;ULUS;40227;130;288;72;256;234;0
BEﬁ›KTAﬁ;V›ﬁNEZADE;40214;254;273;146;338;317;18
BEﬁ›KTAﬁ;YILDIZ;40220;270;224;184;375;295;8
BEYKOZ;ACARLAR;40250;3;1846;391;1977;262;1
BEYKOZ;AKBABA;191701;298;210;188;682;14;0
BEYKOZ;AL›BAHADIR;191703;22;151;130;302;1;0
BEYKOZ;ANADOLU FENER›;191705;42;73;301;414;2;0
BEYKOZ;ANADOLU H›SARI;40243;362;163;138;619;44;0
BEYKOZ;ANADOLU KAVA–I;40256;93;163;153;402;7;0
BEYKOZ;BAKLACI;40257;21;0;1024;1034;11;0
BEYKOZ;BOZHANE;191725;47;82;149;278;0;0
BEYKOZ;CUMHUR›YET;191727;205;194;283;679;3;0
BEYKOZ;«AMLIBAH«E;40253;699;255;115;1042;27;0
BEYKOZ;«ENGELDERE;40258;26;3;1161;1159;31;0
BEYKOZ;«›FTL›K;40259;31;0;1074;1079;26;0
BEYKOZ;«›–DEM;40240;962;752;177;1793;98;0
BEYKOZ;«UBUKLU;40241;1414;1493;428;3110;224;1
BEYKOZ;DERESEK›;191709;130;222;370;718;4;0
BEYKOZ;ELMALI;191711;92;501;310;880;23;0
BEYKOZ;FAT›H;40260;17;0;602;583;36;0
BEYKOZ;G÷KSU;40244;354;126;125;580;25;0
BEYKOZ;G÷LL‹;191729;20;36;91;147;0;0
BEYKOZ;G÷RELE;191713;30;412;213;650;5;0
BEYKOZ;G÷ZTEPE;40246;189;294;557;904;135;1
BEYKOZ;G‹M‹ﬁSUYU;40237;1354;1211;586;3087;64;0
BEYKOZ;›NC›RK÷Y;40238;2043;775;419;3124;113;0
BEYKOZ;›SHAKLI;191731;64;213;379;655;1;0
BEYKOZ;KANLICA;40242;387;206;150;658;84;1
BEYKOZ;KAVACIK;40247;959;667;363;1296;606;87
BEYKOZ;KAYNARCA;191715;3;124;91;218;0;0
BEYKOZ;KILI«LI;191733;0;39;293;331;1;0
BEYKOZ;MAHMUTﬁEVKETPAﬁA;191723;213;254;267;727;7;0
BEYKOZ;MERKEZ;40251;712;291;209;1147;64;1
BEYKOZ;ORTA«EﬁME;40254;594;705;249;1517;31;0
BEYKOZ;÷–‹MCE;191735;81;161;110;352;0;0
BEYKOZ;÷RNEKK÷Y;191721;20;676;358;1044;10;0
BEYKOZ;PAﬁABAH«E;40239;474;166;101;694;47;0
BEYKOZ;PAﬁAMANDIRA;191737;50;269;240;559;0;0
