route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
3791,19,BAKIRKÖY -DARULACEZE CAD- ŞİŞLİ,BAKIRKÖY - ŞİŞLİ,,10,,,
3790,19,EMİNÖNÜ - REFİK SAYDAM CAD-NİŞANTAŞI,EMİNÖNÜ - NİŞANTAŞI,,10,,,
3743,19,ÇEKMEKÖY - ŞAHİNBEY CAD-KADIKÖY,ÇEKMEKÖY - KADIKÖY,,10,,,
7077,19,BEŞİKTAŞ - NİSPETİYE METRO,BEŞİKTAŞ-ORTAKÖY-PORTAKAL YOKUŞU-NİSPETİYE METRO,,10,,,
3755,19,KADIKÖY - D100 KARAYOLU-TAKSİM,KADIKÖY - TAKSİM,,10,,,
3744,19,SÖĞÜTLEŞME METROBÜS - SÖGÜTLÜÇEŞME CAD- BOSTANCI,SÖĞÜTLÜÇEŞME METROBÜ  - BOSTANCI,,10,,,
3785,19,ATAŞEHİR - TAKSİM,ATAŞEHİR - TAKSİM,,10,,,
3793,19,KADIKÖY -MÜNİR NURETTİN SELCUK CAD- BOSTANCI,KADIKÖY - BOSTANCI,,10,,,
3798,19,ÜSKÜDAR - İCADİYE CAD- BEYKOZ,ÜSKÜDAR - BEYKOZ,,10,,,
3749,19,KADIKÖY - NUHKUYUSU CAD-TAKSİM,KADIKÖY - TAKSİM,,10,,,
3789,19,BAĞLARBAŞI - DR BURHANETTİN ÜSTÜNEL SK-KADIKÖY,BAĞLARBAŞI - KADIKÖY,,10,,,
3762,19,KADIKÖY -D100 KARAYOLU- NİŞANTAŞI,KADIKÖY - NİŞANTAŞI,,10,,,
3765,19,BOSTANCI - ANKARA CAD - PENDİK,BOSTANCI - PENDİK,,10,,,
3775,19,SÖĞÜTLEŞME METROBÜS- BAĞDAT CAD - BOSTANCI,SÖĞÜTLÜÇEŞME METROBÜ  - BOSTANCI,,10,,,
3805,19,EMİNÖNÜ - SAHİL YOLU-NİŞANTAŞI,EMİNÖNÜ - NİŞANTAŞI,,10,,,
3745,19,BAKIRKÖY -SAHİL YOLU-TAKSİM,BAKIRKÖY - TAKSİM,,10,,,
7076,19,ATAŞEHİR - UZUNÇAYIR,ATAŞEHİR - UZUNÇAYIR,,10,,,
3746,19,YEŞİLKÖY - D100 KARAYOLU- TAKSİM,YEŞİLKÖY - TAKSİM,,10,,,
3740,19,ÇEKMEKÖY - ÜSKÜDAR,ÇEKMEKÖY - ÜSKÜDAR,,10,,,
3786,19,K.M.PAŞA -REFİK SAYDAM CAD- TAKSİM,K.M.PAŞA - TAKSİM,,10,,,
3766,19,BEŞİKTAŞ -DOLMABAHÇE CAD- TAKSİM,BEŞİKTAŞ - TAKSİM,,10,,,
3777,19,TEŞVİKİYE - ABDİ İPEKÇİ CAD- TAKSİM,TEŞVİKİYE - TAKSİM,,10,,,
3753,19,CEVİZLİBAĞ - TURGUT ÖZAL MİLLET CAD-TAKSİM,CEVİZLİBAĞ - TAKSİM,,10,,,
3796,19,EMİNÖNÜ -SAHİL YOLU- ŞİŞLİ,EMİNÖNÜ - ŞİŞLİ,,10,,,
3774,19,ÜSKÜDAR-GAZİ CAD- BAĞLARBAŞI,ÜSKÜDAR-BAĞLARBAŞI,,10,,,
3742,19,ÜSKÜDAR - HALK  CAD- KADIKÖY,ÜSKÜDAR - KADIKÖY,,10,,,
7081,19,KASIMPAŞA - PANGALTI,KASIMPAŞA - PANGALTI,,10,,,
3752,19,TOPKAPI - ADNAN MENDERES VATAN BLV- TAKSİM,TOPKAPI - TAKSİM,,10,,,
3764,19,EMİNÖNÜ - REFİK SAYDAM CAD-ŞİŞLİ,EMİNÖNÜ - ŞİŞLİ,,10,,,
806,6,BĞZ-2,BOĞAZDAN GELİŞ,,4,,,
824,6,BĞZ-3,BOĞAZDAN GELİŞ,,4,,,
7506,6,ADA-EMN,ADALAR - EMİNÖNÜ (KADIKÖY UĞRAMASIZ),,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
2052,6,ADA - BOS,ADALAR - BOSTANCI,,4,,,
818,6,BĞZ-21,BOĞAZA GİDİŞ,,4,,,
7495,6,LALE FST,LALE FESTİVALİ(Kadıköy-Üsküdar-Emirgan),,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
7494,6,AKV-ÜSK,ANADOLU KAVAĞI - ÜSKÜDAR,,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
811,6,BĞZ-22,BOĞAZA GİDİŞ,,4,,,
808,6,BĞZ-8,BOĞAZDAN GELİŞ,,4,,,
2059,6,SRY-RMK-AKV,SARIYER-RUMELİ KAVAĞI-ANADOLU KAVAĞI,,4,,,
2057,6,BĞZ-24,BOĞAZA GİDİŞ,,4,,,
833,6,ÜSK-EYP,ÜSKÜDAR-KARAKÖY-EMİNÖNÜ-EYÜP (HALİÇ HATTI),,4,,,
7045,6,ÜSK - ORT,ÜSKÜDAR - ORTAKÖY,,4,http://www.sehirhatlari.istanbul/tr/seferler/uskudar-ortakoy-4483.html,,
2064,6,ÇNGK-EMGN,ÇENGELKÖY - EMİRGAN,,4,,,
807,6,BĞZ-17,BOĞAZA GİDİŞ,,4,,,
832,6,BĞZ-20,BOĞAZA GİDİŞ,,4,,,
804,6,BĞZ-23,BOĞAZA GİDİŞ,,4,,,
7505,6,EMN-KDK-ADA,EMİNÖNÜ - YENİKADIKÖY - ADALAR,,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
817,6,BĞZ-6,BOĞAZDAN GELİŞ,,4,,,
7496,6,ERGVN,ERGUVAN TURU,,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
7493,6,KISA BĞZ,KISA BOĞAZ TURU,,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
7503,6,BYK-ÜSK,BEYKOZ - ÜSKÜDAR,,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
810,6,BĞZ-9,BOĞAZDAN GELİŞ,,4,,,
7492,6,KRK-EMN-KDK,KARAKÖY-EMİNÖNÜ-KADIKÖY,,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
831,6,BĞZ-16,BOĞAZA GİDİŞ,,4,,,
7502,6,BĞZ-25,BOĞAZA GİDİŞ,,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
2063,6,ÇNGK-iST,ÇENGELKÖY - İSTİNYE,,4,,,
2068,6,EMGN-ÇNGK,EMİRGAN-ÇENGELKÖY,,4,,,
7504,6,SRY-EMN,SARIYER - EMİNÖNÜ,,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
7491,6,KDK-KRK-EMN,KADIKÖY-KARAKÖY-EMİNÖNÜ,,4,http://www.sehirhatlari.istanbul/tr/seferler/,,
26715,6,BOS-ADA,BOSTANCI - ADALAR (BÜYÜKADA - HEYBELİADA),,4,http://www.sehirhatlari.istanbul/tr/seferler/bostanci-adalar-370.html,,
26716,6,KBTŞ-EMN-KDK-ADA,KABATAŞ - EMİNÖNÜ - KADIKÖY - ADALAR,,4,http://www.sehirhatlari.istanbul/tr/seferler/kabatas-eminonu-kadikoy-adalar-369.html,,
813,6,BĞZ-15,BOĞAZA GİDİŞ,,4,,,
26717,6,BŞK-ADA,BEŞİKTAŞ-KINALIADA-BURGAZADA,,4,http://www.sehirhatlari.istanbul/tr/seferler/besiktas-kinaliada-burgazada-3486.html,,
26718,6,BŞK-ADA_2,BEŞİKTAŞ-KINALIADA-BURGAZADA,,4,http://www.sehirhatlari.istanbul/tr/seferler/besiktas-kinaliada-burgazada-3486.html,,
26719,6,BŞK-BYKADA,BEŞİKTAŞ-HEYBELİADA-BÜYÜKADA,,4,http://www.sehirhatlari.istanbul/tr/seferler/besiktas-heybeliada-buyukada-3487.html,,
26722,6,BYKADA-HYBADA,HEYBELİADA-BÜYÜKADA,,4,http://www.sehirhatlari.istanbul/tr/seferler/bostanci-adalar-ring-hatti-9504.html,,
2054,6,EMN-ADA,EMİNÖNÜ - ADALAR,,4,,,
26721,6,BOS-ADA_RING,BOSTANCI-ADALAR RING,,4,http://www.sehirhatlari.istanbul/tr/seferler/bostanci-adalar-ring-hatti-9504.html,,
2065,6,ARNK - İST,ARNAVUTKÖY - İSTİNYE,,4,,,
7060,6,BOS-KRK-KBTŞ,BOSTANCI - KARAKÖY - KABATAŞ,,4,http://www.sehirhatlari.istanbul/tr/seferler/bostanci-karakoy-6498.html,,
826,6,KDK-EMN,KADIKÖY-EMİNÖNÜ,,4,,,
802,6,KRK-KDK,KARAKÖY-KADIKÖY,,4,,,
815,6,BĞZ-12,BOĞAZDAN GELİŞ,,4,,,
836,6,EMN-ADA-BOST,EMİNÖNÜ - ADALAR - BOSTANCI,,4,,,
2061,6,KÇS-İST,KÜÇÜKSU - İSTİNYE,,4,,,
820,6,BĞZ-1,BOĞAZDAN GELİŞ,,4,,,
2062,6,KDK-BŞK-İST-SRY,KADIKÖY-SARIYER,,4,,,
828,6,BĞZ-4,BOĞAZDAN GELİŞ,,4,,,
814,6,BĞZ-7,BOĞAZDAN GELİŞ,,4,,,
816,6,KCS-BŞK,KÜÇÜKSU-BEŞİKTAŞ,,4,,,
2070,6,UZUN-BĞZ,UZUN BOĞAZ TURU,,4,,,
821,6,BĞZ-18,BOĞAZA GİDİŞ,,4,,,
2060,6,SRY-AKV,SARIYER-ANADOLU KAVAĞI,,4,,,
803,6,BĞZ-13,BOĞAZDAN GELİŞ,,4,,,
7497,6,RKVK-EMN,RUMELİ KAVAĞI - EMİNÖNÜ,,4,http://www.sehirhatlari.com.tr/tr/seferler/,,
2069,6,EMGN-BBK,EMİRGAN - BEBEK,,4,,,
2067,6,EMGN-ARNK,EMİRGAN-ARNAVUTKÖY,,4,,,
830,6,ÜSK-EMN,ÜSKÜDAR-EMİNÖNÜ,,4,,,
7044,6,İST - ÇBK,İSTİNYE - ÇUBUKLU (Arabalı Vapur),,4,http://www.sehirhatlari.istanbul/tr/seferler/istinye-cubuklu-arabali-4496.html,,
2066,6,EMGN-İST-ÇNGK,EMİRGAN-İSTİNYE-ÇENGELKÖY,,4,,,
809,6,KDK-BŞK,KADIKÖY-BEŞİKTAŞ,,4,,,
823,6,BĞZ-11,BOĞAZDAN GELİŞ,,4,,,
805,6,BĞZ-19,BOĞAZA GİDİŞ,,4,,,
822,6,BĞZ-5,BOĞAZDAN GELİŞ,,4,,,
825,6,BĞZ-10,BOĞAZDAN GELİŞ,,4,,,
1290,11,TF1,MAÇKA - TAŞKIŞLA,,6,http://www.istanbul-ulasim.com.tr/rayl%C4%B1-sistemler/ma%C3%A7ka-%E2%80%93-ta%C5%9Fk%C4%B1%C5%9Fla-teleferik.aspx,,
2048,11,T3,KADIKÖY - MODA,,0,,,
2050,11,F2,KARAKÖY - BEYOĞLU,,7,,,
2045,11,M3A,İKİTELLİ SANAYİ - OLİMPİYAT,,1,,,
2044,11,M2A,SANAYİ MAHALLESİ - SEYRANTEPE,,1,,,
3811,11,M6,LEVENT - BOĞAZİÇİ Ü./HİSARÜSTÜ,,1,http://www.istanbul-ulasim.com.tr/,,
1294,11,M4,KADIKÖY - TAVŞANTEPE,,1,http://www.metro.istanbul/rayl%C4%B1-sistemler/m4-kad%C4%B1k%C3%B6y-tav%C5%9Fantepe.aspx,,
1296,11,M1A,YENİKAPI - ATATÜRK HAVALİMANI,,1,http://www.istanbul-ulasim.com.tr/rayl%C4%B1-sistemler/m1-aksaray-havaliman%C4%B1-kirazl%C4%B1.aspx,,
1291,11,TF2,EYÜP - PİYERLOTİ TELEFERİĞİ,,6,http://www.istanbul-ulasim.com.tr/rayl%C4%B1-sistemler/ey%C3%BCp-piyerloti-teleferik-hatt%C4%B1.aspx,,
4065,11,T1,BAĞCILAR - KABATAŞ,,0,https://www.metro.istanbul/seferTarife.aspx?r=888aecf1-4062-4a4e-99e9-6a9550327f7e&bs=ec28f4d1-7548-4279-a127-985a58ec2b8e&ls=31b73dba-0d61-4d2b-b974-b30daf8a93c8&d=1,,
7098,11,M5,ÜSKÜDAR - ÇEKMEKÖY,,1,https://www.metro.istanbul/raylı-sistemler/,,
2047,11,F1,TAKSİM-KABATAŞ,,7,,,
1298,11,M2,YENİKAPI - HACIOSMAN,,1,https://www.metro.istanbul/seferTarife.aspx?r=04c7f4fc-ba94-4eb2-8764-9e43dc1c604b&bs=584872cb-5812-4d5f-bd26-3118c7e22c19&ls=935ddc62-0a30-4578-a18d-fdc7a8e3d078&d=1,,
7237,11,F3,SEYRANTEPE - VADİSTANBUL,,7,https://www.metro.istanbul/raylı-sistemler/,,
1297,11,M3,KİRAZLI - OLİMPİYAT - BAŞAKŞEHİR,,1,http://www.istanbul-ulasim.com.tr/rayl%C4%B1-sistemler/m3-ba%C5%9Fak%C5%9Fehir-olimpiyatk%C3%B6y.aspx,,
1293,11,M1B,YENİKAPI - KİRAZLI,,1,http://www.istanbul-ulasim.com.tr/rayl%C4%B1-sistemler/m1-aksaray-havaliman%C4%B1-kirazl%C4%B1.aspx,,
1289,11,T4,TOPKAPI - MESCİD-İ SELAM,,0,https://www.metro.istanbul/rayl%C4%B1-sistemler/t4-topkap%C4%B1-%E2%80%93-mescid-i-selam.aspx,,
7549,33,KBT-ADA,KABATAŞ - ADALAR (HEYBELİADA - BÜYÜKADA),,4,http://www.denturavrasya.com.tr,,
5562,33,ÜSK-BŞK,ÜSKÜDAR - BEŞİKTAŞ,,4,http://www.denturavrasya.com/tr-TR/yazi.aspx?kid=75&id=31,,
5560,33,EMN-BBK,EMİNÖNÜ-BEBEK,,4,http://www.denturavrasya.com/tr-TR/yazi.aspx?kid=75&id=42,,
7548,33,BŞK-K.KÖY,BEŞİKTAŞ - KADIKÖY,,4,http://www.denturavrasya.com.tr,,
7547,33,AVC-ADA,AVCILAR-ADALAR,,4,http://www.denturavrasya.com.tr,,
5561,33,ÜSK-KBTŞ,ÜSKÜDAR - KABATAŞ,,4,http://www.denturavrasya.com/tr-TR/yazi.aspx?kid=75&id=41,,
26730,33,SRK-ADA,SİRKECİ - ADALAR,,4,http://www.denturavrasya.com.tr,,
26731,33,KBT-KDK,KABATAŞ - KADIKÖY,,4,http://www.denturavrasya.com/tr-TR/yazi.aspx?kid=75&id=461,,
3854,20,BOSTANCI-B.KÖY,BOSTANCI - KADIKÖY - YENİKAPI - BAKIRKÖY,,4,http://www.ido.com.tr/tr/tarifeler/2018-kis-tarifesi,,
3856,20,BOSTANCI - BEŞİKTAŞ,BOSTANCI - BEŞİKTAŞ,,4,http://www.ido.com.tr/tr/tarifeler/2015-yaz-tarifesi/680,,
26725,20,BEŞİKTAŞ - HEYBELİADA,BEŞİKTAŞ - YENİKAPI - BÜYÜKADA - HEYBELİADA,,4,http://www.ido.com.tr,,
26724,20,BEŞİKTAŞ-BURGAZADA,BEŞİKTAŞ-YENİKAPI-KINALIADA-BURGAZADA,,4,http://www.ido.com.tr,,
3880,20,SİRKECİ - HAREM,SİRKECİ - HAREM (Arabalı Vapur),,4,http://www.ido.com.tr/tr/tarifeler/2014-yaz-tarifesi/691,,
26615,4,Marmaray,GEBZE-HALKALI,,1,http://www.marmaray.gov.tr,,
26727,4,Marmaray1,SÖĞÜTLÜÇEŞME - ZEYTİNBURNU,,1,http://www.marmaray.gov.tr,,
7565,48,B.CKMC_B.ADA,BÜYÜKÇEKMECE(MİMARSİNAN) - BÜYÜKADA,,4,http://www.turyol.com/TarifeSeferSabit.aspx,,
7560,48,K.KÖY_KDK2,KARAKÖY - KADIKÖY2 (ÇAYIRBAŞI),,4,,,
7562,48,USK_K.KOY_EMN,ÜSKÜDAR - KARAKÖY - EMİNÖNÜ,,4,,,
7559,48,K.KOY_KDK,KARAKÖY - KADIKÖY (METRO),,4,,,
7555,48,EMN_KDK2,EMİNÖNÜ - KADIKÖY2 (ÇAYIRBAŞI),,4,,,
7556,48,EMN_USK,EMİNÖNÜ - ÜSKÜDAR,,4,,,
7569,48,KDK_ADA,KADIKÖY(METRO) - KINALIADA/HEYBELİADA/BÜYÜKADA,,4,http://www.turyol.com/TarifeSeferSabit.aspx,,
7561,48,K.KOY_USK,KARAKÖY - ÜSKÜDAR,,4,,,
7551,48,BSK_KDK,BEŞİKTAŞ - KADIKÖY (METRO),,4,,,
7558,48,KDK2_K.KÖY_EMN,KADIKÖY2 (ÇAYIRBAŞI) - KARAKÖY - EMİNÖNÜ,,4,,,
7550,48,B.KOY_KDK,BAKIRKÖY - KADIKÖY (Metro),,4,,,
7567,48,K.KOY_B.ADA,KARAKÖY - BÜYÜKADA,,4,,,
7557,48,KDK_EMN_K.KOY,KADIKÖY (METRO) - EMİNÖNÜ - KARAKÖY,,4,,,
7553,48,EMN_KDK,EMİNÖNÜ - KADIKÖY (METRO),,4,,,
7564,48,K.ADA_K.KOY_EMN,KINALIADA - KADIKÖY (METRO) - EMİNÖNÜ,,4,,,
7568,48,B.KOY_ADA,BAKIRKÖY - KINALIADA/HEYBELİADA/BÜYÜKADA,,4,http://www.turyol.com/TarifeSeferSabit.aspx,,
7566,48,K.KOY_K.ADA,KARAKÖY - KINALIADA,,4,,,
7570,48,ADA-EMN,ADALAR - KADIKÖY(METRO)/EMİNÖNÜ,,4,http://www.turyol.com/TarifeSeferSabit.aspx,,
